N	pheno	LRT_Variance	Pval_Variance	Sum of V(G)_Vp_SE	Sum of V(G)_Vp_Variance	V(G1)_SE	V(G1)_Variance	V(G1)_Vp_SE	V(G1)_Vp_Variance	V(G2)_SE	V(G2)_Variance	V(G2)_Vp_SE	V(G2)_Vp_Variance	V(G3)_SE	V(G3)_Variance	V(G3)_Vp_SE	V(G3)_Vp_Variance	V(G4)_SE	V(G4)_Variance	V(G4)_Vp_SE	V(G4)_Vp_Variance	V(e)_SE	V(e)_Variance	Vp_SE	Vp_Variance	df_Variance	logL_Variance	logL0_Variance	n_Variance
10000	pheno_339	0.0	0.5	0.233822	0.204403	0.12321	1e-06	0.121534	1e-06	0.123745	0.002061	0.122062	0.002033	0.120375	0.201741	0.118645	0.198997	0.117746	0.003419	0.116145	0.003372	0.237175	0.806566	0.014428	1.013788	1.0	-5011.12	-5010.742	10000.0
10000	pheno_340	0.0	0.5	0.252348	0.433189	0.157833	0.033003	0.13246	0.027698	0.159389	0.483154	0.133499	0.40549	0.154525	1e-06	0.129686	1e-06	0.150489	1e-06	0.126299	1e-06	0.300422	0.675374	0.018493	1.191533	1.0	-5036.039	-4956.973	10000.0
5000	pheno_340	5.013	0.012579	0.452229	0.999999	0.23146	0.432624	0.234564	0.439111	0.233435	1e-06	0.236936	1e-06	0.23248	0.189125	0.235929	0.191961	0.22578	0.363475	0.228936	0.368926	0.445548	1e-06	0.01972	0.985225	1.0	-2462.111	-2464.618	5000.0
10000	pheno_341	0.0	0.5	0.237183	0.18937	0.125024	1e-06	0.122395	1e-06	0.125922	0.083562	0.123262	0.081804	0.123098	0.008869	0.120508	0.008683	0.120155	0.101007	0.117609	0.098882	0.242401	0.828047	0.014678	1.021486	1.0	-4954.873	-4952.342	10000.0
5000	pheno_341	0.347	0.27797	0.459181	0.27637	0.240127	0.092762	0.236829	0.091493	0.240254	1e-06	0.236968	1e-06	0.238937	0.100815	0.235655	0.099436	0.23765	0.086625	0.234392	0.08544	0.465607	0.733665	0.02028	1.013867	1.0	-2538.547	-2538.72	5000.0
10000	pheno_342	0.63	0.21361	0.231308	0.247805	0.119872	0.072388	0.119661	0.072268	0.120906	0.146407	0.120658	0.146163	0.117805	1e-06	0.117609	1e-06	0.117128	0.029422	0.116932	0.029373	0.231772	0.75345	0.014169	1.001669	1.0	-5011.708	-5012.023	10000.0
5000	pheno_342	0.0	0.5	0.467865	0.52608	0.238981	1e-06	0.233537	1e-06	0.243777	0.204281	0.23815	0.199628	0.243052	0.092455	0.237505	0.090349	0.238465	0.241606	0.232922	0.236102	0.478644	0.484967	0.020473	1.023311	1.0	-2561.31	-2561.213	5000.0
5000	pheno_343	1.502	0.11019	0.466239	0.231389	0.239386	0.081742	0.236367	0.080708	0.238971	1e-06	0.235947	1e-06	0.238573	0.15261	0.235551	0.150679	0.233682	1e-06	0.230725	1e-06	0.47222	0.778462	0.020257	1.012816	1.0	-2539.146	-2539.897	5000.0
5000	pheno_344	2.572	0.054401	0.467859	0.402104	0.244061	0.087108	0.238073	0.084976	0.247052	0.318394	0.240792	0.3106	0.245131	1e-06	0.23913	1e-06	0.242075	0.006691	0.236149	0.006527	0.479543	0.612899	0.020884	1.025093	1.0	-2476.097	-2477.383	5000.0
10000	pheno_344	0.0	0.5	0.231653	0.263925	0.118248	1e-06	0.119626	1e-06	0.119522	0.068499	0.120914	0.069298	0.116739	1e-06	0.118099	1e-06	0.114643	0.192384	0.115914	0.194626	0.229	0.727596	0.013982	0.988481	1.0	-4946.842	-4946.435	10000.0
10000	pheno_345	0.0	0.5	0.247168	0.024178	0.146348	0.006994	0.127562	0.006096	0.147294	0.020742	0.128386	0.01808	0.143945	1e-06	0.125468	1e-06	0.142785	1e-06	0.124456	1e-06	0.283877	1.119527	0.017271	1.147265	1.0	-5104.75	-5088.003	10000.0
5000	pheno_346	0.33	0.28273	0.461125	0.56152	0.237617	0.136503	0.239194	0.137437	0.236794	1e-06	0.238415	1e-06	0.233168	0.24073	0.234621	0.242378	0.226303	0.180469	0.227776	0.181705	0.45788	0.435498	0.019873	0.993201	1.0	-2485.799	-2485.965	5000.0
10000	pheno_348	0.0	0.5	0.23358	0.071198	0.126263	1e-06	0.12163	1e-06	0.128376	0.005132	0.123667	0.004943	0.12441	0.049169	0.119843	0.047365	0.120946	0.019608	0.116508	0.018888	0.242781	0.964176	0.014859	1.038085	1.0	-5072.96	-5071.514	10000.0
1000	pheno_350	0.0	0.5	2.63724	0.574365	1.699417	1e-06	1.323402	1e-06	1.671342	0.383989	1.301621	0.299027	1.67575	0.236023	1.30509	0.1838	1.619404	0.117545	1.261132	0.091537	3.386954	0.54657	0.063565	1.284127	1.0	-536.913	-527.4	1000.0
5000	pheno_351	0.163	0.34311	0.463212	0.429995	0.231331	0.038091	0.235275	0.038741	0.235164	0.311952	0.238958	0.317272	0.232158	1e-06	0.236117	1e-06	0.23037	0.07274	0.234294	0.073981	0.455373	0.560447	0.019672	0.983231	1.0	-2461.143	-2461.224	5000.0
5000	pheno_353	4.915	0.013313	0.463444	0.844068	0.230369	0.505168	0.234138	0.514922	0.229205	0.0993	0.233605	0.101217	0.229292	0.122703	0.233682	0.125072	0.22941	0.100909	0.233816	0.102857	0.454571	0.152978	0.019644	0.981058	1.0	-2453.279	-2455.737	5000.0
10000	pheno_353	2.667	0.051233	0.231439	0.140312	0.125283	0.030496	0.121173	0.029496	0.128239	0.110245	0.124011	0.106629	0.124028	1e-06	0.119961	1e-06	0.121209	0.004328	0.117234	0.004186	0.239489	0.888835	0.014811	1.033904	1.0	-5044.789	-5046.122	10000.0
10000	pheno_354	1.347	0.12288	0.232855	0.264016	0.116758	0.120328	0.118634	0.122298	0.119447	1e-06	0.121402	1e-06	0.117826	0.088097	0.119737	0.089539	0.115947	0.051339	0.117839	0.052179	0.229167	0.724133	0.013917	0.983898	1.0	-4922.121	-4922.795	10000.0
10000	pheno_355	0.0	0.5	0.238917	0.053521	0.129334	1e-06	0.123216	1e-06	0.132312	1e-06	0.126053	1e-06	0.12706	0.012434	0.121049	0.011845	0.125026	0.043744	0.11911	0.041674	0.251074	0.993478	0.015223	1.049657	1.0	-5002.131	-4997.412	10000.0
10000	pheno_356	0.0	0.5	0.230521	0.035045	0.123085	0.007492	0.121975	0.007425	0.121711	0.004338	0.120614	0.004299	0.11897	1e-06	0.117897	1e-06	0.117127	0.023533	0.11607	0.023321	0.232992	0.973736	0.014397	1.0091	1.0	-4962.568	-4962.144	10000.0
1000	pheno_358	0.0	0.5	2.362077	0.999999	1.09823	1e-06	1.182382	1e-06	1.120055	0.256117	1.206181	0.275742	1.103681	0.048733	1.188338	0.052467	1.095278	0.623977	1.179214	0.671789	2.193965	1e-06	0.041559	0.928829	1.0	-468.197	-468.194	1000.0
10000	pheno_358	6.633	0.0050056	0.231183	0.312145	0.123817	0.287995	0.121356	0.282707	0.122833	1e-06	0.120578	1e-06	0.11904	1e-06	0.116855	1e-06	0.11912	0.029986	0.116932	0.029436	0.235505	0.700721	0.014415	1.018704	1.0	-5093.645	-5096.961	10000.0
10000	pheno_359	0.051	0.4109	0.229736	0.40111	0.117861	0.010532	0.118932	0.010627	0.121018	0.160767	0.122057	0.162227	0.116115	0.226199	0.117047	0.228254	0.114666	1e-06	0.115707	1e-06	0.227617	0.593499	0.014022	0.990997	1.0	-4956.053	-4956.079	10000.0
5000	pheno_360	3.474	0.031178	0.463542	0.999999	0.239371	0.429698	0.237189	0.426602	0.239425	0.078677	0.237688	0.07811	0.233437	0.164311	0.231697	0.163127	0.233475	0.334571	0.23153	0.33216	0.466906	1e-06	0.020169	1.007259	1.0	-2518.719	-2520.456	5000.0
10000	pheno_360	0.0	0.5	0.232116	0.269054	0.124581	1e-06	0.12109	1e-06	0.123388	0.122208	0.1199	0.118784	0.122209	0.13324	0.118748	0.129507	0.121191	0.021361	0.117795	0.020762	0.238867	0.752016	0.014553	1.028826	1.0	-5145.266	-5145.239	10000.0
10000	pheno_361	2.697	0.050259	0.230513	0.886479	0.121372	0.168955	0.120305	0.167553	0.124196	0.658324	0.122154	0.652861	0.1189	1e-06	0.117913	1e-06	0.117948	0.066616	0.116962	0.066064	0.232359	0.11447	0.014304	1.008367	1.0	-5029.292	-5030.641	10000.0
5000	pheno_361	0.021	0.44296	0.460722	0.59908	0.237061	0.03355	0.232478	0.032902	0.248148	0.408635	0.242959	0.400741	0.238175	0.117091	0.233543	0.114829	0.233768	0.051605	0.229248	0.050608	0.469669	0.408817	0.020408	1.019698	1.0	-2551.099	-2551.11	5000.0
5000	pheno_362	0.52	0.23539	0.465174	0.576692	0.242163	0.082205	0.236608	0.080322	0.243618	1e-06	0.238037	1e-06	0.243221	0.435394	0.237257	0.425418	0.235881	0.072615	0.230478	0.070951	0.475924	0.433234	0.020481	1.023448	1.0	-2561.696	-2561.956	5000.0
10000	pheno_363	0.0	0.5	0.234491	0.202887	0.118742	0.007156	0.12012	0.007239	0.121159	0.06675	0.122556	0.067525	0.117391	0.126652	0.118716	0.128123	0.11543	1e-06	0.11677	1e-06	0.231925	0.787965	0.014056	0.988523	1.0	-4893.139	-4892.868	10000.0
5000	pheno_364	1.472	0.11255	0.4613	0.717496	0.228704	0.209281	0.234036	0.214247	0.231306	0.31627	0.236577	0.323775	0.229982	1e-06	0.23544	1e-06	0.227935	0.175312	0.233286	0.179472	0.450466	0.275956	0.019547	0.976821	1.0	-2444.227	-2444.962	5000.0
5000	pheno_365	0.388	0.26672	0.460048	0.22164	0.234245	0.063014	0.235665	0.063396	0.235851	0.128405	0.237261	0.129185	0.230374	0.028883	0.231775	0.029058	0.230669	1e-06	0.232069	1e-06	0.457368	0.773663	0.019881	0.993966	1.0	-2490.139	-2490.333	5000.0
10000	pheno_366	32.091	7.3563e-09	0.227016	0.726416	0.120914	0.645115	0.11974	0.644175	0.119528	0.054819	0.119351	0.054739	0.117005	0.027542	0.116834	0.027502	0.116438	1e-06	0.116268	1e-06	0.227205	0.273983	0.014202	1.00146	1.0	-4996.444	-5012.489	10000.0
5000	pheno_366	0.0	0.5	0.471891	0.425518	0.250721	1e-06	0.244099	1e-06	0.250042	0.265355	0.243295	0.258347	0.247588	0.158373	0.241002	0.15419	0.24902	0.013333	0.242443	0.012981	0.48462	0.590066	0.020926	1.027128	1.0	-2480.993	-2479.339	5000.0
10000	pheno_367	0.053	0.40911	0.232803	0.095992	0.122098	0.007142	0.121082	0.007083	0.122126	0.079413	0.121098	0.078753	0.118696	0.01024	0.117708	0.010155	0.117843	1e-06	0.116863	1e-06	0.235031	0.911591	0.014262	1.008388	1.0	-5045.956	-5045.983	10000.0
10000	pheno_368	1.346	0.12297	0.230388	0.661156	0.12079	0.134224	0.118969	0.132248	0.122353	1e-06	0.120552	1e-06	0.11976	0.133494	0.117957	0.131529	0.11694	0.403315	0.114823	0.397378	0.233691	0.343906	0.014373	1.01494	1.0	-5071.103	-5071.776	10000.0
5000	pheno_368	2.292	0.065037	0.468325	0.391664	0.249822	0.0729	0.241568	0.070494	0.247637	0.034659	0.239463	0.033515	0.249136	1e-06	0.240914	1e-06	0.24552	0.297471	0.237232	0.287654	0.48426	0.629098	0.02104	1.034129	1.0	-2504.479	-2505.625	5000.0
10000	pheno_369	0.365	0.27286	0.234807	0.390479	0.122857	0.059012	0.120226	0.057752	0.124645	0.24405	0.121849	0.238839	0.120538	1e-06	0.117964	1e-06	0.119094	0.095936	0.116531	0.093887	0.239877	0.62282	0.014458	1.021819	1.0	-5109.54	-5109.723	10000.0
5000	pheno_371	3.631	0.028348	0.463517	0.666653	0.239641	0.453412	0.23655	0.448537	0.238926	0.089564	0.236341	0.088601	0.234584	1e-06	0.232062	1e-06	0.235873	0.130922	0.233297	0.129515	0.468423	0.336969	0.020236	1.010868	1.0	-2528.739	-2530.555	5000.0
10000	pheno_371	34.531	2.0981e-09	0.231012	0.999999	0.120252	0.662636	0.118831	0.660632	0.120944	0.195405	0.120493	0.194814	0.117426	0.05481	0.117066	0.054644	0.11592	0.090181	0.115554	0.089909	0.231713	1e-06	0.014231	1.003033	1.0	-4999.636	-5016.901	10000.0
10000	pheno_372	0.0	0.5	0.231745	0.282949	0.12223	1e-06	0.12069	1e-06	0.122733	1e-06	0.121187	1e-06	0.121046	0.279687	0.11935	0.276165	0.116098	0.006869	0.114636	0.006782	0.234728	0.726197	0.01433	1.012756	1.0	-5064.92	-5064.832	10000.0
10000	pheno_373	0.0	0.5	0.230237	0.259278	0.121638	1e-06	0.119361	1e-06	0.122982	0.037675	0.120681	0.03697	0.121883	1e-06	0.119601	1e-06	0.118571	0.226547	0.116247	0.222306	0.234675	0.754853	0.014416	1.019078	1.0	-5097.544	-5097.48	10000.0
5000	pheno_375	1.509	0.10967	0.461884	0.415646	0.230749	0.264594	0.23693	0.27189	0.223768	0.022988	0.229938	0.023621	0.230346	1e-06	0.236698	1e-06	0.227764	0.11691	0.234016	0.120134	0.449444	0.568673	0.019471	0.973165	1.0	-2434.966	-2435.72	5000.0
10000	pheno_375	0.0	0.5	0.236579	0.23501	0.122218	1e-06	0.120507	1e-06	0.122902	0.11653	0.121151	0.114899	0.121385	1e-06	0.119685	1e-06	0.119121	0.121815	0.117419	0.120109	0.240031	0.775852	0.014346	1.014199	1.0	-5073.59	-5073.586	10000.0
1000	pheno_376	0.0	0.5	2.322454	0.999999	1.135507	1e-06	1.17388	1e-06	1.15569	0.43284	1.195153	0.447468	1.095449	0.494332	1.132875	0.511038	1.092871	0.040136	1.129885	0.041493	2.246536	1e-06	0.043282	0.967311	1.0	-488.472	-488.471	1000.0
10000	pheno_376	0.0	0.5	0.229725	0.266999	0.118141	1e-06	0.118522	1e-06	0.119329	0.146851	0.119669	0.147325	0.116647	1e-06	0.117024	1e-06	0.114817	0.119286	0.115157	0.119671	0.229043	0.73064	0.0141	0.996779	1.0	-4986.796	-4986.792	10000.0
10000	pheno_378	0.878	0.17443	0.230309	0.345825	0.121388	0.109361	0.121128	0.109153	0.12244	0.005613	0.122208	0.005602	0.11906	1e-06	0.118834	1e-06	0.116852	0.231507	0.116496	0.231068	0.230742	0.655418	0.014176	1.001899	1.0	-5011.143	-5011.582	10000.0
5000	pheno_378	0.419	0.25883	0.458835	0.303279	0.237148	0.074245	0.234558	0.073436	0.236908	1e-06	0.234324	1e-06	0.238706	1e-06	0.236102	1e-06	0.235125	0.232376	0.232465	0.229841	0.46391	0.704404	0.020224	1.011027	1.0	-2530.974	-2531.183	5000.0
5000	pheno_379	0.587	0.22185	0.467962	0.344219	0.232214	0.072351	0.232305	0.07238	0.236664	0.271729	0.236624	0.271837	0.231962	1e-06	0.232054	1e-06	0.235306	1e-06	0.235399	1e-06	0.467742	0.655521	0.019997	0.999603	1.0	-2502.72	-2503.014	5000.0
10000	pheno_380	0.0	0.5	0.230807	0.798993	0.121141	1e-06	0.120194	1e-06	0.121952	0.074217	0.120989	0.073637	0.118971	0.191037	0.117962	0.189544	0.118987	0.540033	0.117348	0.535811	0.232501	0.20259	0.014286	1.007878	1.0	-5030.952	-5030.87	10000.0
10000	pheno_381	0.0	0.5	0.231343	0.168868	0.121725	1e-06	0.120536	1e-06	0.123061	0.09726	0.121837	0.09631	0.120817	0.065735	0.119627	0.065093	0.116113	0.007538	0.114979	0.007464	0.233811	0.839329	0.014284	1.009863	1.0	-5052.751	-5052.751	10000.0
5000	pheno_382	0.0	0.5	0.460362	0.999999	0.239328	1e-06	0.23757	1e-06	0.239365	0.080337	0.237598	0.079747	0.235787	0.480359	0.23352	0.47683	0.234363	0.446702	0.23218	0.44342	0.463769	1e-06	0.020177	1.007401	1.0	-2518.171	-2518.171	5000.0
10000	pheno_383	0.038	0.42263	0.230891	0.313036	0.122438	0.024235	0.121763	0.024102	0.121803	0.018756	0.121132	0.018653	0.118832	0.168672	0.11811	0.167745	0.116094	0.103103	0.115429	0.102536	0.232196	0.690764	0.014225	1.005531	1.0	-5030.364	-5030.383	10000.0
10000	pheno_384	0.0	0.5	0.234123	0.318008	0.120566	1e-06	0.119834	1e-06	0.123422	0.221097	0.122557	0.219754	0.120926	0.093682	0.120171	0.093113	0.117187	0.005172	0.116475	0.00514	0.235564	0.68616	0.014285	1.006113	1.0	-4997.351	-4997.222	10000.0
5000	pheno_386	0.053	0.40881	0.46779	0.183896	0.237279	0.025839	0.235814	0.025679	0.236117	0.159197	0.234609	0.158215	0.238307	1e-06	0.236836	1e-06	0.234685	1e-06	0.233236	1e-06	0.470871	0.821173	0.020127	1.006211	1.0	-2519.042	-2519.069	5000.0
10000	pheno_389	0.57	0.22507	0.231479	0.126728	0.123099	0.052999	0.120611	0.051929	0.124719	1e-06	0.122202	1e-06	0.121298	1e-06	0.11885	1e-06	0.118268	0.076338	0.115872	0.074797	0.236466	0.891264	0.014435	1.020603	1.0	-5106.342	-5106.628	10000.0
5000	pheno_389	0.0	0.5	0.462296	0.62386	0.238182	1e-06	0.238346	1e-06	0.235733	0.442146	0.235487	0.44245	0.236735	1e-06	0.236898	1e-06	0.230207	0.181283	0.23032	0.181408	0.461823	0.375881	0.019999	0.999312	1.0	-2500.482	-2500.341	5000.0
10000	pheno_390	1.397	0.11865	0.231998	0.512729	0.123518	0.106252	0.121742	0.104742	0.123875	1e-06	0.122114	1e-06	0.120319	0.224039	0.118505	0.220854	0.11764	0.189831	0.115895	0.187132	0.235216	0.494298	0.014354	1.014421	1.0	-5073.404	-5074.103	10000.0
5000	pheno_390	0.363	0.27332	0.46121	0.764026	0.232609	0.137303	0.240014	0.141703	0.229608	0.069912	0.236956	0.072152	0.228664	0.533084	0.235239	0.55017	0.221301	1e-06	0.228394	1e-06	0.446766	0.228646	0.019403	0.968945	1.0	-2422.01	-2422.191	5000.0
10000	pheno_391	0.57	0.22513	0.23257	0.846271	0.120801	0.091788	0.120548	0.091612	0.121499	0.056647	0.121258	0.056538	0.119134	0.64087	0.11788	0.639643	0.115233	0.058589	0.115004	0.058477	0.232916	0.154024	0.014212	1.001919	1.0	-4998.752	-4999.037	10000.0
5000	pheno_391	4.487	0.017076	0.454214	0.999999	0.237239	0.446009	0.23812	0.448507	0.23668	1e-06	0.238006	1e-06	0.235589	0.172383	0.236864	0.173349	0.229827	0.376036	0.230818	0.378142	0.451684	1e-06	0.01991	0.99443	1.0	-2486.418	-2488.662	5000.0
10000	pheno_392	2.431	0.059473	0.232018	0.205011	0.124695	0.100742	0.122257	0.098789	0.126119	0.006432	0.123674	0.006307	0.120894	1e-06	0.11855	1e-06	0.118021	0.101889	0.115712	0.099914	0.236728	0.810705	0.014581	1.019768	1.0	-4994.521	-4995.736	10000.0
10000	pheno_393	0.0	0.5	0.23287	0.130111	0.128341	0.014796	0.122695	0.014145	0.129259	0.061275	0.123568	0.05858	0.125689	0.060025	0.120155	0.057385	0.123752	1e-06	0.118309	1e-06	0.243807	0.909912	0.014944	1.046009	1.0	-5129.174	-5128.192	10000.0
5000	pheno_394	0.09	0.38187	0.457785	0.951897	0.235859	0.071241	0.236474	0.07143	0.234834	0.161429	0.235396	0.161858	0.232345	0.419392	0.232516	0.420506	0.230918	0.297313	0.231306	0.298103	0.456536	0.047976	0.019969	0.997351	1.0	-2494.648	-2494.694	5000.0
10000	pheno_394	2.016	0.077822	0.232065	0.29817	0.119694	0.169858	0.120699	0.17139	0.121374	0.024663	0.122467	0.024885	0.116553	0.088614	0.117585	0.089413	0.115427	0.01237	0.116468	0.012482	0.23003	0.695557	0.01402	0.991062	1.0	-4957.861	-4958.869	10000.0
10000	pheno_395	16.994	1.875e-05	0.237488	0.03862	0.130904	0.037209	0.124652	0.035432	0.131051	1e-06	0.124792	1e-06	0.127619	0.003347	0.121523	0.003187	0.123235	1e-06	0.117349	1e-06	0.249714	1.009602	0.015263	1.050159	1.0	-4983.936	-4992.433	10000.0
1000	pheno_395	0.0	0.5	2.832505	0.999999	1.799803	1e-06	1.391684	1e-06	1.82249	1.197696	1.408261	0.926109	1.80155	0.016683	1.393046	0.0129	1.807568	0.078875	1.397754	0.060989	3.663152	1e-06	0.068055	1.293255	1.0	-493.247	-493.014	1000.0
5000	pheno_396	2.343	0.062928	0.458852	0.293149	0.235984	0.131914	0.236338	0.132111	0.236393	1e-06	0.236745	1e-06	0.235425	1e-06	0.235776	1e-06	0.231781	0.160797	0.232125	0.161037	0.458103	0.705799	0.01997	0.998513	1.0	-2506.671	-2507.843	5000.0
1000	pheno_396	25.172	2.6216e-07	2.461239	0.127011	1.5775	0.099672	1.24368	0.078576	1.607226	0.061435	1.267087	0.048433	1.599925	1e-06	1.261306	1e-06	1.558414	1e-06	1.22858	1e-06	3.123376	1.107358	0.062319	1.268467	1.0	-536.749	-549.335	1000.0
10000	pheno_396	0.0	0.5	0.26103	0.167139	0.172888	1e-06	0.13552	1e-06	0.172187	0.046489	0.134969	0.036441	0.16679	0.017989	0.13074	0.014101	0.166599	0.148745	0.130581	0.116596	0.332988	1.062508	0.020248	1.275732	1.0	-5200.87	-5079.348	10000.0
10000	pheno_398	0.344	0.27876	0.231567	0.120837	0.121438	0.063161	0.119873	0.062351	0.123122	1e-06	0.121545	1e-06	0.120925	1e-06	0.119376	1e-06	0.116901	0.059243	0.115396	0.058484	0.23482	0.890572	0.014327	1.012978	1.0	-5068.257	-5068.429	10000.0
500	pheno_398	0.0	0.5	5.121344	0.999999	3.133987	0.507405	2.682204	0.434138	3.187291	1e-06	2.727058	1e-06	3.016827	0.420958	2.581939	0.360173	3.152281	0.240401	2.697482	0.205688	5.985648	1e-06	0.084395	1.168765	1.0	-234.708	-227.035	500.0
10000	pheno_399	0.0	0.5	0.228882	0.14894	0.123264	1e-06	0.120552	1e-06	0.123996	0.042655	0.121263	0.041716	0.120584	0.001636	0.11793	0.0016	0.12047	0.108	0.117792	0.105623	0.234248	0.870212	0.014462	1.022504	1.0	-5114.956	-5114.952	10000.0
5000	pheno_399	0.0	0.5	0.464844	0.431036	0.236211	1e-06	0.236907	1e-06	0.233029	0.262975	0.233637	0.26375	0.234843	0.166793	0.235523	0.167284	0.232391	1e-06	0.233075	1e-06	0.463337	0.567294	0.019944	0.997065	1.0	-2499.327	-2498.675	5000.0
5000	pheno_400	0.0	0.5	0.463643	0.2508	0.237144	1e-06	0.239658	1e-06	0.234039	1e-06	0.23652	1e-06	0.235632	0.108535	0.238113	0.109686	0.231054	0.139632	0.233473	0.141112	0.458853	0.741341	0.019793	0.989511	1.0	-2477.529	-2477.515	5000.0
10000	pheno_401	0.0	0.5	0.228395	0.491709	0.118717	1e-06	0.118533	1e-06	0.119594	0.011721	0.119408	0.011702	0.117452	1e-06	0.117269	1e-06	0.116759	0.480753	0.116009	0.480005	0.228646	0.509083	0.014187	1.001559	1.0	-5002.961	-5002.939	10000.0
1000	pheno_401	0.0	0.5	2.251286	0.585223	1.301168	0.590367	1.231077	0.558791	1.289109	0.027924	1.220176	0.026431	1.217576	1e-06	1.152454	1e-06	1.245272	1e-06	1.178668	1e-06	2.378819	0.438214	0.048573	1.056507	1.0	-504.221	-503.643	1000.0
10000	pheno_405	0.0	0.5	0.230163	0.045681	0.119082	1e-06	0.119678	1e-06	0.120523	1e-06	0.121127	1e-06	0.117131	0.020753	0.117719	0.020857	0.114801	0.024699	0.115377	0.024823	0.229338	0.949562	0.014072	0.995015	1.0	-4980.574	-4980.389	10000.0
5000	pheno_405	0.0	0.5	0.467656	0.41771	0.231147	1e-06	0.237528	1e-06	0.227489	1e-06	0.233769	1e-06	0.22979	0.265495	0.236015	0.272825	0.22681	0.14099	0.233058	0.144883	0.454978	0.566646	0.019467	0.973133	1.0	-2436.405	-2436.096	5000.0
10000	pheno_406	0.0	0.5	0.232319	0.252198	0.119731	1e-06	0.119507	1e-06	0.121841	0.120698	0.121587	0.120472	0.118992	1e-06	0.118769	1e-06	0.117506	0.13197	0.117251	0.131724	0.232812	0.749203	0.014171	1.001873	1.0	-5012.514	-5012.429	10000.0
5000	pheno_407	3.543	0.029894	0.462026	0.57761	0.227306	0.342403	0.231834	0.349612	0.235515	1e-06	0.240474	1e-06	0.232342	0.07045	0.237233	0.071933	0.225883	0.152846	0.230607	0.156064	0.452361	0.41368	0.019596	0.97938	1.0	-2452.054	-2453.826	5000.0
10000	pheno_407	0.0	0.5	0.227075	0.557915	0.119184	1e-06	0.11964	1e-06	0.119904	0.115938	0.120336	0.116381	0.116603	0.357011	0.116751	0.358374	0.115224	0.082842	0.115652	0.083158	0.226083	0.440403	0.014101	0.996195	1.0	-4980.064	-4979.963	10000.0
10000	pheno_408	0.0	0.5	0.231854	0.340945	0.121018	1e-06	0.120097	1e-06	0.123369	0.13572	0.122393	0.134687	0.118976	0.010633	0.118071	0.010552	0.115954	0.197206	0.114985	0.195705	0.233615	0.664109	0.014256	1.007669	1.0	-5041.103	-5040.999	10000.0
5000	pheno_409	0.0	0.5	0.458696	0.866525	0.228933	1e-06	0.231921	1e-06	0.235741	0.386092	0.238452	0.391132	0.231528	0.441926	0.234059	0.447695	0.229092	0.027341	0.232082	0.027698	0.452702	0.131755	0.019767	0.987115	1.0	-2468.322	-2468.322	5000.0
5000	pheno_410	0.14	0.35431	0.463253	0.999999	0.228958	0.078548	0.233996	0.080282	0.229309	0.413146	0.23394	0.422269	0.226455	0.388182	0.231069	0.396754	0.229362	0.098518	0.234405	0.100693	0.453245	1e-06	0.019592	0.978396	1.0	-2446.058	-2446.128	5000.0
10000	pheno_411	0.0	0.5	0.230192	0.488171	0.117223	1e-06	0.118962	1e-06	0.118282	0.001296	0.120036	0.001316	0.115201	0.048506	0.116904	0.049225	0.114082	0.431234	0.115288	0.43763	0.226733	0.504349	0.013975	0.985386	1.0	-4908.892	-4908.869	10000.0
5000	pheno_411	0.0	0.5	0.463028	0.982502	0.236906	1e-06	0.234203	1e-06	0.246693	0.934917	0.241811	0.924246	0.238901	1e-06	0.236174	1e-06	0.236884	0.058926	0.234177	0.058254	0.468359	0.0177	0.020638	1.011545	1.0	-2440.41	-2438.923	5000.0
10000	pheno_413	12.717	0.00018117	0.230516	0.840594	0.120879	0.427069	0.120032	0.425684	0.121702	0.147163	0.121256	0.146686	0.120259	0.067836	0.119859	0.067615	0.117247	0.201262	0.116765	0.200609	0.231164	0.159925	0.014214	1.003255	1.0	-5011.394	-5017.752	10000.0
10000	pheno_414	0.0	0.5	0.238182	0.131616	0.128081	1e-06	0.123431	1e-06	0.127351	0.096056	0.122714	0.092569	0.125389	0.004581	0.120838	0.004414	0.12377	0.035937	0.119274	0.034632	0.247343	0.901096	0.014988	1.03767	1.0	-4984.774	-4980.383	10000.0
5000	pheno_415	2.34	0.063035	0.459154	0.809285	0.242699	0.370815	0.236468	0.36181	0.243392	0.090274	0.237465	0.088082	0.238501	0.225436	0.232591	0.219962	0.23625	0.142902	0.23047	0.139432	0.47047	0.195462	0.020514	1.024889	1.0	-2563.43	-2564.601	5000.0
5000	pheno_416	0.0	0.5	0.463808	0.412252	0.244301	1e-06	0.238528	1e-06	0.239092	0.173985	0.233387	0.169873	0.244167	1e-06	0.238397	1e-06	0.235123	0.248243	0.229442	0.242377	0.474982	0.601973	0.02049	1.024203	1.0	-2562.82	-2562.797	5000.0
5000	pheno_417	5.886	0.0076308	0.458018	0.999999	0.234766	0.553561	0.233013	0.551223	0.242143	0.445109	0.240645	0.443229	0.233491	1e-06	0.232505	1e-06	0.233842	0.005569	0.232855	0.005546	0.45996	1e-06	0.020122	1.00424	1.0	-2509.673	-2512.616	5000.0
