seqnames	start	end	h2_category	hg38_genes_promoters	hg38_genes_1to5kb	hg38_genes_5UTRs	hg38_genes_exons	hg38_genes_introns	hg38_genes_3UTRs	hg38_cpg_islands	hg38_cpg_shores	hg38_cpg_shelves	hg38_cpg_inter	hg38_genes_intergenic	hg38_enhancers_fantom
chr4	9495047	9495679	Heritable	0	0	0	0	1	0	0	1	0	0	0	0
chr4	9659662	9660602	Heritable	0	0	0	0	1	0	0	0	0	1	0	0
chr4	9956342	9957369	Heritable	0	0	0	0	1	0	0	0	0	1	0	0
chr4	10080380	10080660	Non-heritable	0	1	0	0	1	0	0	0	1	0	0	0
chr4	10096239	10097168	Non-heritable	1	1	0	1	1	0	0	0	0	1	0	0
chr4	10996127	10996943	Heritable	0	0	0	0	0	0	0	0	0	1	1	0
chr4	11067880	11069160	Heritable	0	0	0	0	0	0	0	0	0	1	1	0
chr4	11368721	11369569	Non-heritable	1	1	0	1	0	0	1	1	0	0	0	0
chr4	12083865	12085760	Heritable	0	0	0	0	0	0	0	0	0	1	1	0
chr4	12087988	12089225	Heritable	0	0	0	0	0	0	0	0	0	1	1	0
chr4	12119604	12122544	Heritable	0	0	0	0	0	0	0	0	0	1	1	0
chr4	12548733	12550389	Heritable	0	0	0	0	0	0	0	0	0	1	1	0
chr4	14862922	14863176	Non-heritable	0	0	0	0	1	0	1	0	0	0	0	0
chr4	15161827	15163620	Non-heritable	0	0	0	0	1	0	0	0	0	1	0	1
chr4	15256262	15258839	Heritable	0	0	0	0	1	0	0	0	0	1	0	0
chr4	15656093	15656310	Non-heritable	1	1	1	1	1	0	1	1	0	0	0	0
chr4	15703539	15703649	Heritable	0	1	0	0	1	0	0	1	0	0	0	0
chr4	15792287	15793149	Heritable	0	0	0	0	1	0	0	0	0	1	0	0
chr4	16228382	16228641	Non-heritable	1	1	0	0	1	0	0	1	0	0	0	0
chr4	17508021	17510846	Heritable	1	1	0	1	1	1	0	1	1	0	0	0
chr4	18461704	18463857	Heritable	0	0	0	0	1	0	0	0	0	1	0	0
chr4	19519328	19520840	Heritable	0	0	0	0	1	0	0	0	0	1	0	0
chr4	20128898	20131728	Heritable	0	0	0	0	0	0	0	0	0	1	1	0
chr4	21781103	21782764	Heritable	0	0	0	0	1	0	0	0	0	1	0	0
chr4	21947059	21947548	Non-heritable	0	1	0	0	1	0	0	1	0	0	0	0
chr4	23611160	23612635	Heritable	0	0	0	0	1	0	0	0	0	1	0	0
chr4	23620699	23622194	Heritable	0	0	0	0	1	0	0	0	0	1	0	0
chr4	24103402	24104219	Non-heritable	0	0	0	0	0	0	0	0	0	1	1	0
chr4	24351454	24352167	Heritable	0	0	0	0	0	0	0	0	0	1	1	0
chr4	24469328	24469616	Non-heritable	0	0	0	1	1	0	0	1	0	0	0	1
chr4	24799592	24799789	Non-heritable	0	0	0	1	0	0	1	0	0	0	0	0
chr4	25088184	25089440	Heritable	0	0	0	0	0	0	1	1	0	0	1	0
chr4	25159423	25159703	Heritable	1	1	0	1	1	0	0	1	0	0	0	0
chr4	25161422	25162130	Heritable	1	1	0	1	1	0	0	1	0	0	0	0
chr4	25970889	25971344	Heritable	0	0	0	0	0	0	0	0	0	1	1	0
chr4	26028659	26029399	Non-heritable	0	0	0	0	0	0	1	1	0	0	1	1
chr4	26218604	26218856	Non-heritable	0	0	0	0	1	0	0	0	0	1	0	1
chr4	30278052	30278710	Heritable	0	0	0	0	0	0	1	1	0	0	1	0
chr4	30724091	30726877	Non-heritable	1	1	0	1	1	0	0	1	1	0	0	0
chr4	31114966	31115691	Heritable	0	0	0	0	1	0	0	0	0	1	0	0
chr4	31436383	31437907	Heritable	0	0	0	0	0	0	0	0	0	1	1	0
chr4	32198612	32200100	Heritable	0	0	0	0	1	0	0	0	0	1	0	0
chr4	32241281	32244580	Heritable	0	0	0	0	0	0	0	0	0	1	1	0
chr4	32332014	32334455	Heritable	0	0	0	0	0	0	0	0	0	1	1	0
chr4	32988240	32990715	Heritable	0	0	0	0	0	0	0	0	0	1	1	0
chr4	33320227	33323487	Heritable	0	0	0	0	0	0	0	0	0	1	1	0
chr4	34800550	34807314	Heritable	0	0	0	0	0	0	0	0	0	1	1	0
chr4	36906827	36907613	Heritable	0	0	0	0	1	0	0	0	0	1	0	0
chr4	36908620	36909320	Heritable	0	0	0	0	1	0	0	0	0	1	0	0
chr4	37560448	37561991	Heritable	0	0	0	0	1	0	0	0	0	1	0	0
chr4	37575266	37576740	Heritable	0	0	0	0	1	0	0	0	0	1	0	0
chr4	37669622	37670010	Heritable	0	1	0	0	1	0	0	0	0	1	0	0
chr4	37827551	37827801	Heritable	0	0	0	0	1	0	0	1	0	0	0	0
chr4	38204477	38205193	Heritable	0	0	0	0	0	0	0	0	0	1	1	0
chr4	38574579	38575109	Non-heritable	0	0	0	0	0	0	0	0	0	1	1	0
chr4	38746225	38747057	Heritable	0	0	0	0	0	0	0	0	0	1	1	0
chr4	38748110	38749058	Heritable	0	0	0	0	0	0	0	0	0	1	1	0
chr4	38990684	38992256	Heritable	0	0	0	0	1	0	0	0	0	1	0	0
chr4	39525382	39525804	Non-heritable	0	1	0	0	1	0	0	1	0	0	0	0
chr4	40831554	40831923	Non-heritable	0	1	0	0	1	0	0	0	0	1	0	0
chr4	40923590	40923913	Non-heritable	0	0	0	0	1	0	0	0	0	1	0	0
chr4	41048350	41048844	Non-heritable	0	0	0	0	1	0	0	0	0	1	0	0
chr4	41258034	41258204	Non-heritable	0	1	0	0	1	0	0	1	0	0	0	0
chr4	42396501	42396627	Heritable	1	1	0	0	0	0	0	1	0	0	0	0
chr4	42676267	42679284	Heritable	0	0	0	0	0	0	0	0	0	1	1	0
chr4	42737278	42739020	Heritable	0	0	0	0	0	0	0	0	0	1	1	0
chr4	42768802	42769328	Heritable	0	0	0	0	0	0	0	0	0	1	1	0
chr4	43744026	43746085	Heritable	0	0	0	0	0	0	0	0	0	1	1	0
chr4	44014945	44016889	Heritable	1	1	0	1	1	0	0	0	0	1	0	0
chr4	48172698	48173394	Heritable	0	0	0	0	1	0	0	0	0	1	0	0
chr4	53556431	53558201	Non-heritable	0	0	1	1	1	0	0	0	0	1	0	0
chr4	54101692	54102178	Non-heritable	0	0	0	1	1	1	1	1	0	0	0	0
chr4	54149121	54149866	Heritable	0	0	0	0	1	0	0	0	0	1	0	0
chr4	54942034	54943047	Heritable	1	1	0	0	0	0	0	0	0	1	0	1
chr4	55157289	55158601	Heritable	1	0	0	1	1	0	1	1	0	0	0	0
chr4	55298360	55298922	Heritable	0	0	0	0	0	0	0	0	0	1	1	0
chr4	55364133	55364672	Non-heritable	1	0	0	1	1	1	0	0	0	1	0	0
chr4	55397878	55399134	Heritable	1	1	0	1	1	0	0	1	1	0	0	0
chr4	56074165	56075391	Heritable	0	0	0	0	1	0	0	0	0	1	0	0
chr4	56592311	56592938	Non-heritable	1	0	0	0	1	0	1	1	0	0	0	1
chr4	56954123	56954676	Non-heritable	0	0	0	0	1	0	0	0	0	1	0	0
chr4	56995362	56995881	Non-heritable	0	0	0	1	1	0	0	0	0	1	0	0
chr4	57052633	57053881	Heritable	0	0	0	0	1	0	0	0	0	1	0	0
chr4	57704339	57708138	Heritable	0	0	0	0	0	0	0	0	0	1	1	0
chr4	58105671	58109842	Heritable	0	0	0	0	0	0	0	0	0	1	1	0
chr4	58490634	58493603	Heritable	0	0	0	0	0	0	0	0	0	1	1	0
chr4	59174963	59176311	Heritable	0	0	0	1	1	0	0	0	0	1	0	0
chr4	59188354	59191369	Heritable	0	0	0	0	0	0	0	0	0	1	1	0
chr4	59561016	59562586	Heritable	0	0	0	1	1	0	0	0	0	1	0	0
chr4	59566880	59568983	Heritable	0	0	0	0	1	0	0	0	0	1	0	0
chr4	62943936	62945207	Heritable	0	0	0	0	0	0	0	0	0	1	1	0
chr4	63652486	63654239	Heritable	0	0	0	0	0	0	0	0	0	1	1	0
chr4	64238203	64240060	Heritable	0	0	0	0	0	0	0	0	0	1	1	0
chr4	64665830	64669913	Heritable	0	0	0	0	0	0	0	0	0	1	1	0
chr4	66130131	66132224	Heritable	0	0	0	0	1	0	0	0	0	1	0	0
chr4	66274536	66275579	Heritable	0	1	0	0	1	0	0	0	0	1	0	0
chr4	67445999	67447008	Heritable	1	0	0	1	1	0	0	0	0	1	0	0
chr4	68050745	68052545	Heritable	1	1	0	0	1	0	0	0	0	1	0	0
chr4	68536516	68542299	Heritable	0	0	0	1	1	1	0	0	0	1	1	0
chr4	68543302	68546681	Heritable	0	0	0	0	1	0	0	0	0	1	0	0
chr4	68559666	68565761	Heritable	0	0	1	1	1	0	0	0	0	1	0	0
chr4	68580150	68581641	Heritable	0	1	0	0	0	0	0	0	0	1	1	0
chr4	68607480	68610256	Heritable	0	1	0	0	0	0	0	0	0	1	1	0
chr4	68905937	68906714	Heritable	0	0	0	0	1	0	0	0	0	1	0	0
chr4	69069052	69074404	Heritable	0	0	0	1	1	0	0	0	0	1	0	0
chr4	69267428	69269683	Heritable	0	0	0	0	0	0	0	0	0	1	1	0
chr4	69271344	69276566	Heritable	0	1	0	0	0	0	0	0	0	1	1	0
chr4	69279852	69285815	Heritable	1	0	1	1	1	0	0	0	0	1	0	0
chr4	69288040	69298826	Heritable	0	0	0	1	1	1	0	0	0	1	1	0
chr4	69300037	69306964	Heritable	0	0	0	1	0	0	0	0	0	1	1	0
chr4	69308541	69316375	Heritable	0	1	0	0	0	0	0	0	0	1	1	0
chr4	69320110	69326004	Heritable	0	0	0	0	0	0	0	0	0	1	1	0
chr4	69332277	69346024	Heritable	1	1	0	0	0	0	0	0	0	1	1	0
chr4	69347037	69365905	Heritable	0	0	0	1	1	0	0	0	0	1	1	0
chr4	69532674	69536875	Heritable	0	0	0	0	0	0	0	0	0	1	1	0
chr4	69548310	69551546	Heritable	0	0	0	0	0	0	0	0	0	1	1	0
chr4	69602359	69609609	Heritable	1	1	0	1	1	0	0	0	0	1	0	0
chr4	72581782	72585284	Heritable	0	0	0	0	0	0	0	0	0	1	1	0
chr4	73981188	73982950	Heritable	1	0	1	1	1	1	1	1	0	0	0	0
chr4	74557791	74560543	Heritable	0	0	0	0	1	0	0	0	0	1	0	0
chr4	74561898	74562980	Heritable	0	0	0	0	1	0	0	0	0	1	0	0
chr4	75269259	75269713	Heritable	0	0	0	1	1	0	0	0	0	1	0	0
chr4	75276544	75277234	Heritable	0	0	0	0	1	0	0	0	0	1	0	0
chr4	76048664	76049319	Heritable	0	0	0	0	1	0	0	0	0	1	0	0
chr4	76420556	76420949	Non-heritable	0	0	0	0	1	0	1	1	0	0	0	0
chr4	76421441	76421581	Heritable	1	0	0	0	1	0	1	1	0	0	0	0
chr4	76508112	76509450	Heritable	0	0	0	1	1	0	0	0	0	1	0	0
chr4	76688559	76688869	Non-heritable	1	1	0	0	1	0	0	1	0	0	0	0
chr4	76801806	76802270	Non-heritable	1	0	0	1	1	0	1	1	0	0	0	0
chr4	76898406	76898580	Heritable	1	0	0	0	0	0	1	1	0	0	0	0
chr4	76992436	76994092	Heritable	0	0	0	0	1	0	0	0	0	1	0	0
chr4	77286814	77288856	Heritable	0	0	0	0	1	0	0	0	0	1	0	0
chr4	77321245	77324029	Heritable	0	0	0	0	1	0	0	0	0	1	0	0
chr4	77340229	77342318	Heritable	0	0	0	0	1	0	0	0	0	1	0	0
chr4	78501208	78502352	Heritable	0	0	0	0	1	0	0	0	0	1	0	0
chr4	78506088	78508853	Heritable	0	0	0	1	1	0	0	0	0	1	0	0
chr4	79727789	79729504	Heritable	0	0	0	0	0	0	0	0	0	1	1	0
chr4	79965110	79965305	Heritable	1	0	0	0	1	0	0	1	0	0	0	0
chr4	80188054	80189639	Heritable	0	0	0	0	1	0	1	1	0	0	0	0
chr4	80203328	80203728	Heritable	0	0	0	1	0	1	1	1	0	0	0	0
chr4	81153856	81154126	Non-heritable	1	0	0	1	1	0	0	0	0	1	0	0
chr4	81943430	81945821	Heritable	0	0	0	0	1	0	0	0	0	1	0	0
chr4	82201682	82204900	Heritable	0	0	0	0	0	0	0	0	0	1	1	0
chr4	82450812	82451323	Non-heritable	0	0	1	1	1	0	0	0	0	1	0	0
chr4	82560981	82561278	Heritable	0	0	0	0	1	0	0	1	0	0	0	0
chr4	82720325	82721130	Heritable	0	0	0	0	1	0	0	0	0	1	0	0
chr4	82796086	82797012	Heritable	0	0	0	0	1	0	0	1	0	0	0	0
chr4	83491795	83492770	Heritable	0	0	0	0	1	0	0	0	0	1	0	0
chr4	83534878	83535015	Heritable	1	1	0	0	0	0	0	1	0	0	0	0
chr4	83607058	83608103	Heritable	0	0	0	0	0	0	0	0	0	1	1	0
chr4	84023552	84025090	Heritable	0	0	0	0	1	0	0	0	0	1	0	0
chr4	84126719	84127227	Heritable	0	0	0	0	1	0	0	0	0	1	0	0
chr4	85729525	85731152	Heritable	0	0	0	0	1	0	0	0	0	1	0	0
chr4	86596411	86597043	Non-heritable	0	1	0	0	1	0	0	1	1	0	0	0
chr4	86903960	86904142	Heritable	0	0	0	0	1	0	0	0	0	1	0	0
chr4	87221223	87221388	Non-heritable	1	1	0	1	0	0	0	1	0	0	0	0
chr4	87532510	87533745	Heritable	0	1	0	0	0	0	0	0	0	1	0	0
chr4	87863646	87864242	Heritable	0	0	0	0	0	0	0	0	0	1	1	0
chr4	87922164	87922692	Heritable	0	0	0	0	0	0	0	0	0	1	1	0
chr4	87967308	87967771	Non-heritable	0	0	0	0	0	0	0	0	0	1	1	0
chr4	87977148	87978434	Non-heritable	1	1	0	1	1	0	0	0	0	1	0	0
chr4	88697136	88698003	Non-heritable	1	0	1	1	1	1	1	1	0	0	0	0
chr4	88759847	88761299	Heritable	1	1	0	0	1	0	0	0	0	1	0	0
chr4	89123443	89123603	Non-heritable	0	0	0	0	0	0	0	0	0	1	1	0
chr4	89248894	89249294	Non-heritable	0	0	0	1	0	0	0	0	0	1	0	0
chr4	89299586	89300156	Heritable	0	0	0	0	1	0	0	0	0	1	0	1
chr4	93435862	93436868	Heritable	0	0	0	0	1	0	0	0	0	1	0	0
chr4	94095874	94098149	Heritable	0	0	0	0	0	0	0	0	0	1	1	0
chr4	94842889	94845631	Heritable	0	0	0	0	1	0	0	0	0	1	0	0
chr4	94864164	94864799	Heritable	0	0	0	0	1	0	0	0	0	1	0	0
chr4	95807106	95807915	Heritable	0	0	0	0	0	0	0	0	0	1	1	0
chr4	96503760	96507844	Heritable	0	0	0	0	1	0	0	0	0	1	0	0
chr4	96511374	96514714	Heritable	0	0	0	0	1	0	0	0	0	1	0	0
chr4	96523334	96523994	Heritable	0	0	0	0	1	0	0	0	0	1	0	0
chr4	98037559	98039324	Heritable	0	0	0	0	1	0	0	0	0	1	0	0
chr4	98929957	98930195	Non-heritable	1	1	0	0	1	0	0	1	0	0	0	0
chr4	99562843	99562982	Non-heritable	0	1	0	0	1	0	0	1	0	0	0	0
chr4	100191238	100191578	Non-heritable	1	1	0	0	1	0	0	1	0	0	0	0
chr4	100908594	100912460	Heritable	0	0	0	0	0	0	0	0	0	1	1	0
chr4	101419862	101421410	Heritable	1	0	1	1	1	0	0	0	0	1	0	0
chr4	102588970	102590324	Heritable	0	1	0	0	1	0	0	0	0	1	0	0
chr4	102868141	102868394	Non-heritable	1	1	0	0	1	0	0	1	0	0	0	0
chr4	105162868	105164044	Heritable	0	0	0	0	1	0	0	0	0	1	0	0
chr4	105472308	105472828	Non-heritable	0	0	0	0	1	0	0	1	0	0	0	0
chr4	105632675	105633607	Heritable	1	0	0	1	1	0	0	0	0	1	0	0
chr4	106526796	106527290	Heritable	0	0	0	0	1	0	0	0	0	1	0	0
chr4	108299145	108301015	Heritable	0	0	0	0	0	0	0	0	0	1	1	0
chr4	109000671	109002890	Heritable	0	0	0	0	1	0	0	0	0	1	0	0
chr4	109023010	109025878	Heritable	0	0	0	0	1	0	0	0	0	1	0	0
chr4	109301601	109301696	Non-heritable	0	1	0	0	1	0	0	1	0	0	0	0
chr4	110411023	110411196	Non-heritable	0	1	0	0	1	0	0	0	0	1	0	0
chr4	112348506	112348968	Non-heritable	0	0	0	0	1	0	0	0	0	1	0	0
chr4	112411803	112412186	Non-heritable	0	0	0	1	1	0	1	1	0	0	0	0
chr4	112481333	112482709	Heritable	0	0	0	0	0	0	0	0	0	1	1	0
chr4	112508318	112509319	Non-heritable	0	0	0	0	0	0	0	1	1	0	1	0
chr4	112512662	112514327	Non-heritable	0	1	0	1	0	1	0	1	0	0	0	0
chr4	112522279	112522880	Non-heritable	0	0	0	0	1	0	0	1	0	0	0	0
chr4	114454763	114456851	Heritable	0	0	0	0	0	0	0	0	0	1	1	0
chr4	114466750	114469123	Heritable	0	0	0	0	0	0	0	0	0	1	1	0
chr4	115484537	115485487	Heritable	0	0	0	0	0	0	0	0	0	1	1	0
chr4	115486579	115487661	Heritable	0	0	0	0	0	0	0	0	0	1	1	0
chr4	117931210	117931640	Heritable	0	0	0	0	0	0	0	0	0	1	1	0
chr4	118265339	118265450	Non-heritable	0	0	0	0	0	0	0	0	0	1	1	0
chr4	118265832	118265950	Non-heritable	0	0	0	0	0	0	0	0	0	1	1	0
chr4	118591293	118592337	Non-heritable	1	1	0	1	1	0	0	0	0	1	0	0
chr4	119067685	119067962	Heritable	0	0	0	0	0	0	0	0	0	1	1	0
chr4	119213770	119214101	Non-heritable	0	1	1	1	1	0	0	1	0	0	0	0
chr4	119316397	119317790	Heritable	0	0	0	1	0	1	0	0	0	1	1	0
chr4	119455785	119456181	Heritable	1	1	0	0	1	0	0	1	0	0	0	0
chr4	121387702	121389293	Heritable	0	0	0	0	0	0	0	0	0	1	1	0
chr4	121932450	121933013	Heritable	0	0	0	1	0	0	1	0	0	0	0	0
chr4	122030107	122031585	Heritable	0	0	0	0	0	0	0	0	0	1	1	0
chr4	123352016	123352528	Non-heritable	1	1	0	0	0	0	0	0	0	1	0	0
chr4	124011258	124014863	Heritable	0	0	0	0	0	0	0	0	0	1	1	0
chr4	125452049	125452580	Non-heritable	0	0	0	1	0	0	0	0	0	1	0	0
chr4	126043076	126043692	Heritable	0	0	0	0	0	0	0	0	0	1	1	0
chr4	128386601	128387263	Heritable	0	0	0	0	1	0	0	0	0	1	0	1
chr4	128553060	128554045	Heritable	1	0	0	1	1	0	0	0	0	1	0	1
chr4	130712545	130715257	Heritable	0	0	0	0	0	0	0	0	0	1	1	0
chr4	131975176	131975837	Heritable	0	0	0	0	1	0	1	1	0	0	0	0
chr4	132623328	132624317	Heritable	0	0	0	0	1	0	0	0	0	1	0	0
chr4	132629047	132630639	Heritable	0	0	0	0	1	0	0	0	0	1	0	0
chr4	132874404	132875730	Heritable	0	0	0	0	1	0	0	0	0	1	0	0
chr4	134092330	134094925	Heritable	0	0	0	1	1	0	0	0	0	1	0	0
chr4	134205312	134206928	Heritable	0	1	0	0	1	0	0	0	0	1	0	0
chr4	137030304	137031207	Heritable	0	0	0	1	1	0	0	0	0	1	0	0
chr4	137240030	137244593	Heritable	0	0	0	0	0	0	0	0	0	1	1	0
chr4	138198430	138200357	Heritable	0	0	0	0	1	0	0	0	0	1	0	0
chr4	139278921	139279123	Non-heritable	0	0	0	0	1	0	0	1	0	0	0	0
chr4	139858581	139858795	Non-heritable	0	0	0	0	1	0	0	1	0	0	0	0
chr4	139901283	139903437	Heritable	0	0	0	0	1	0	0	0	0	1	0	1
chr4	140645445	140646318	Non-heritable	1	0	0	1	1	0	0	0	0	1	0	0
chr4	140920016	140921831	Heritable	0	0	0	0	1	0	0	0	0	1	0	0
chr4	140999250	141001020	Heritable	0	0	0	0	1	0	0	0	0	1	0	0
chr4	141130892	141131568	Non-heritable	0	0	0	0	1	0	0	1	0	0	0	0
chr4	142192028	142193245	Heritable	0	0	0	1	1	0	0	0	0	1	0	0
chr4	142844504	142845283	Heritable	0	0	0	0	1	0	0	1	0	0	0	0
chr4	143019081	143022384	Heritable	0	0	0	0	1	0	0	0	0	1	0	0
chr4	143128970	143133252	Heritable	0	0	0	0	1	0	0	0	0	1	0	0
chr4	143335473	143335689	Non-heritable	0	1	0	0	0	0	0	1	0	0	0	0
chr4	143351022	143351958	Non-heritable	1	1	0	1	1	0	0	0	0	1	0	0
chr4	143733857	143739366	Heritable	0	0	0	1	1	0	0	0	0	1	0	0
chr4	143757965	143760422	Heritable	0	0	0	1	1	0	0	0	0	1	0	0
chr4	143761733	143763727	Heritable	1	1	0	1	1	0	0	0	0	1	0	0
chr4	143911697	143912765	Heritable	1	0	0	1	1	0	0	0	0	1	0	0
chr4	144648036	144650454	Non-heritable	1	1	0	1	1	0	0	1	1	1	0	1
chr4	146002114	146003042	Heritable	0	0	0	0	0	0	0	0	0	1	1	0
chr4	146243405	146243667	Heritable	0	0	0	1	0	0	0	0	0	1	0	0
chr4	147596341	147597572	Heritable	0	0	0	0	0	0	0	0	0	1	1	0
chr4	150256703	150256882	Non-heritable	0	0	0	1	0	1	0	0	0	1	0	0
chr4	150259740	150260027	Non-heritable	0	0	0	0	0	0	0	0	0	1	1	0
chr4	151674855	151675448	Non-heritable	0	0	0	1	1	0	0	0	0	1	0	0
chr4	151946556	151948537	Heritable	0	0	0	0	0	0	0	0	0	1	1	0
chr4	152046363	152046804	Heritable	0	0	0	0	0	0	0	0	0	1	1	0
chr4	152989541	152990563	Heritable	0	0	0	0	0	0	0	0	0	1	1	0
chr4	153206216	153206815	Non-heritable	0	0	0	0	1	0	0	0	0	1	0	1
chr4	153220245	153221936	Non-heritable	1	1	0	0	1	0	0	1	1	0	0	0
chr4	153250266	153250399	Non-heritable	0	0	0	0	1	0	0	1	0	0	0	0
chr4	153538617	153539182	Non-heritable	0	0	0	0	1	0	0	0	0	1	0	0
chr4	153622947	153623161	Non-heritable	0	0	0	1	1	0	0	0	0	1	0	0
chr4	153787970	153788361	Non-heritable	0	0	0	1	1	0	1	1	0	0	0	0
chr4	153791853	153792085	Heritable	0	1	0	0	0	0	0	1	0	0	0	0
chr4	153792986	153793135	Non-heritable	0	1	0	0	0	0	1	1	0	0	0	0
chr4	154744900	154745316	Heritable	1	0	0	0	1	0	0	1	0	0	0	0
chr4	154781333	154782018	Non-heritable	1	0	1	1	1	0	1	0	0	0	0	0
chr4	154845824	154846293	Heritable	0	0	0	0	0	0	0	0	0	1	1	0
chr4	156034664	156035325	Heritable	0	0	0	0	0	0	0	0	0	1	1	0
chr4	156368218	156368425	Heritable	0	0	0	0	0	0	0	0	0	1	1	0
chr4	157639724	157641024	Heritable	0	0	0	0	1	0	0	0	0	1	0	0
chr4	159804626	159805355	Non-heritable	0	0	0	0	0	0	0	0	0	1	1	0
chr4	161308716	161308987	Heritable	0	0	0	0	0	0	0	0	0	1	1	0
chr4	161342762	161343567	Heritable	0	0	0	0	0	0	0	0	0	1	1	0
chr4	162298619	162299103	Heritable	0	0	0	0	0	0	0	0	0	1	1	0
chr4	163343019	163343077	Non-heritable	1	1	0	0	1	0	0	1	0	0	0	0
chr4	164976991	164977969	Heritable	1	0	1	1	1	0	0	0	0	1	0	0
chr4	164997860	164998607	Non-heritable	0	0	0	0	0	0	0	0	0	1	1	0
chr4	165379924	165381095	Non-heritable	0	0	0	0	1	0	0	1	0	0	0	0
chr4	165426250	165429656	Heritable	0	0	0	0	1	0	0	0	0	1	0	0
chr4	169268848	169269174	Non-heritable	1	0	0	1	0	0	0	1	0	0	0	0
chr4	169773938	169774385	Non-heritable	0	0	0	0	0	0	0	1	0	0	1	0
chr4	172774731	172777822	Heritable	0	0	0	0	1	0	0	0	0	1	0	0
chr4	173372943	173374078	Non-heritable	0	1	0	1	1	0	0	1	0	0	0	0
chr4	174688620	174689751	Heritable	0	0	0	0	1	0	0	0	0	1	0	0
chr4	176250724	176251540	Heritable	0	1	0	0	1	0	0	0	0	1	0	0
chr4	176517022	176519591	Heritable	0	0	0	0	0	0	0	0	0	1	1	0
chr4	177441191	177441615	Heritable	1	1	0	0	1	0	0	1	0	0	0	1
chr4	178145781	178146506	Heritable	0	0	0	0	0	0	0	0	0	1	1	0
chr4	178596500	178598870	Heritable	0	0	0	0	0	0	0	0	0	1	1	0
chr4	179148235	179148611	Heritable	0	0	0	0	0	0	0	0	0	1	1	0
chr4	180394537	180397213	Heritable	0	0	0	0	0	0	0	0	0	1	1	0
chr4	180548633	180552664	Heritable	0	0	0	0	0	0	0	0	0	1	1	0
chr4	180639267	180640362	Heritable	0	0	0	0	0	0	0	0	0	1	1	0
chr4	181282173	181282577	Heritable	0	0	0	0	0	0	0	0	0	1	1	0
chr4	182139790	182141062	Non-heritable	0	1	0	0	1	0	0	1	0	0	0	0
chr4	182828445	182828780	Non-heritable	0	0	0	1	0	0	0	0	0	1	0	0
chr4	182834717	182835017	Heritable	0	0	0	0	0	0	0	0	0	1	1	0
chr4	183012670	183013907	Heritable	0	1	0	0	0	0	0	0	0	1	0	1
chr4	183342584	183343349	Non-heritable	0	0	0	0	0	0	0	0	0	1	1	0
chr4	183375325	183375896	Heritable	0	1	0	0	0	0	0	0	0	1	1	0
chr4	183435097	183435411	Heritable	0	0	0	0	0	0	0	0	0	1	1	0
chr4	183439732	183440438	Heritable	0	1	0	0	0	0	0	0	1	1	0	0
chr4	183462303	183462872	Heritable	0	0	0	0	0	0	0	0	0	1	1	0
chr4	183721451	183722507	Non-heritable	0	1	0	0	0	0	0	1	0	0	0	0
chr4	183728570	183728783	Heritable	0	0	0	0	1	0	0	0	0	1	0	0
chr4	184017093	184017334	Non-heritable	0	0	0	1	0	1	0	0	0	1	0	0
chr4	184039963	184040495	Heritable	0	0	0	0	0	0	0	0	0	1	1	0
chr4	184097107	184097614	Heritable	0	1	0	1	1	0	1	1	0	0	0	0
chr4	184100094	184101101	Heritable	1	0	0	1	1	0	0	0	1	0	0	0
chr4	184267463	184268574	Heritable	0	0	0	0	0	0	0	0	0	1	1	1
chr4	184288109	184288595	Heritable	0	0	0	0	0	0	0	0	0	1	1	1
chr4	184432230	184432757	Non-heritable	0	0	0	0	1	0	0	0	0	1	0	0
chr4	184794440	184795024	Heritable	0	0	0	0	1	0	0	0	0	1	0	0
chr4	184805846	184808106	Non-heritable	1	1	0	0	1	0	0	0	1	1	0	0
chr4	184826809	184826933	Non-heritable	1	0	1	1	0	0	0	1	0	0	0	0
chr4	184870277	184871755	Heritable	0	0	0	0	0	0	0	0	0	1	1	0
chr4	184964844	184965267	Heritable	0	0	0	0	1	0	0	0	0	1	0	0
chr4	185145822	185145942	Non-heritable	0	0	0	1	1	1	0	1	1	0	0	0
chr4	185819996	185820467	Non-heritable	0	0	0	0	1	0	0	0	0	1	0	0
chr4	186021501	186021765	Heritable	0	0	0	0	0	0	0	0	0	1	1	0
chr4	186025136	186025264	Non-heritable	0	0	0	0	0	0	0	0	0	1	1	0
chr4	186053701	186054649	Heritable	0	0	0	0	0	0	0	0	0	1	1	0
chr4	186149593	186150458	Heritable	0	0	1	1	1	0	0	0	0	1	0	0
chr4	186203639	186204804	Heritable	1	1	0	1	1	0	1	1	0	0	0	0
chr4	186297946	186298875	Heritable	0	0	0	0	1	0	1	1	0	0	0	0
chr4	187124341	187124639	Non-heritable	0	0	0	0	0	0	0	0	0	1	1	0
chr4	188042383	188042437	Non-heritable	0	0	0	0	0	0	0	0	0	1	1	0
chr4	188218150	188218841	Heritable	0	0	0	0	0	0	0	0	0	1	1	0
chr4	188283104	188283265	Non-heritable	0	0	0	0	0	0	1	0	0	0	1	0
chr4	188325619	188326331	Heritable	0	0	0	0	0	0	0	0	0	1	1	0
chr4	188505709	188506340	Heritable	0	0	0	0	1	0	0	0	0	1	0	0
chr4	188666212	188668775	Heritable	0	0	0	0	1	0	0	0	0	1	0	0
chr4	189271586	189278714	Heritable	0	0	0	0	0	0	0	0	0	1	1	1
chr4	189617419	189617962	Non-heritable	0	0	0	0	0	0	0	0	0	1	1	0
